&beta;2-Glycoprotein I (&beta;2-GPI) plasma levels			
Fuchs's corneal dystrophy	フックス角膜内皮変性症	Disease	NA
Functional MRI	機能的MRI(磁気共鳴画像法)	Trait_med	NA
Functional impairment in major depressive disorder, bipolar disorder and schizophrenia			
Gallbladder cancer	胆嚢がん	Disease	NA
Gallstones	胆石症	Disease	NA
Gambling	賭博	Trait_easy	NA
Gamma gluatamyl transferase levels	ガンマグルタミン酸転移酵素濃度	Trait_med	NA
Gamma gluatamyl transferase levels (interaction with age)	ガンマグルタミン酸転移酵素濃度 (年齢との相互作用)	Trait_med	NA
Gamma glutamyl transpeptidase	ガンマグルタミン酸転移酵素	Trait_med	NA
Gastric cancer	胃がん	Disease	NA
Gastritis			
Gaucher disease severity	ゴーシェ病の重症度	Disease	NA
General cognitive ability	一般的な認知能力	Trait_med	NA
Glaucoma	緑内障	Disease	NA
Glaucoma (exfoliation)	緑内障 (剥離)	Disease	NA
Glaucoma (high intraocular pressure)			
Glaucoma (primary angle closure)			
Glaucoma (primary open-angle)	緑内障 (primary open-angle)	Disease	NA
Glioblastoma	グリア芽腫 (神経膠芽細胞腫)	Disease	NA
Glioma	グリオーマ (膠腫)	Disease	NA
Glioma (high-grade)	グリオーマ (膠腫) (high-grade)	Disease	NA
Glomerular filtration rate			
Glomerulosclerosis	糸球体硬化	Disease	NA
Glycated hemoglobin levels	糖化ヘモグロビン濃度	Trait_med	NA
Glycemic control in type 1 diabetes (HbA1c)	1型糖尿病における血糖コントロール (HbA1c)	Trait_med	NA
Glycemic traits			
Glycemic traits (pregnancy)			
Gout	痛風	Disease	NA
Graves' disease	グレーブス病 (眼球突出性甲状腺腫) 	Disease	NA
Gray matter volume (schizophrenia interaction)			
HDL Cholesterol - Triglycerides (HDLC-TG)	HDLコレステロール - トリグリセリド (HDLC-TG)	Trait_med	NA
HDL cholesterol	HDLコレステロール	Trait_med	NA
HDL cholesterol (interaction)			
HIV (mother-to-child transmission)	HIV (母子感染)	Disease	NA
HIV-1 control	HIV-1の制御	Trait_med	NA
HIV-1 progression	HIV-1の進行	Trait_med	NA
HIV-1 replication	HIV-1の複製	Trait_med	NA
HIV-1 susceptibility	HIV-1の感受性	Trait_med	NA
HIV-1 viral setpoint	HIV-1のセットポイント	Trait_med	NA
HIV-associated dementia			
HPV seropositivity	HPV血清陽性	Trait_med	NA
Hair color	毛髪色	Trait_easy	NA
Hair morphology	毛髪の形態	Trait_easy	NA
Handedness			
Handedness in dyslexia	失読症における利き手	Trait_med	NA
Haptoglobin levels	ハプトグロビン濃度	Trait_med	NA
Hashimoto thyroiditis versus Graves' disease			
HbA2 levels			
Head circumference (infant)	頭囲 (乳児)	Trait_med	NA
Hearing function			
Hearing impairment	難聴	Disease	NA
Heart failure	心不全	Disease	NA
Heart rate			
Heart rate variability traits	心拍数変動性形質	Trait_med	NA
Height	身長	Trait_easy	NA
Height adjusted BMI			
Helicobacter pylori serologic status			
Hematocrit	ヘマトクリット値 (血液中の赤血球の割合)	Trait_med	NA
Hematological and biochemical traits			
Hematological parameters	血液学的なパラメータ	Trait_med	NA
Hematology traits	血液学形質	Trait_med	NA
Hemoglobin	ヘモグロビン	Trait_med	NA
Hemoglobin A2 levels in sickle cell anemia			
Hemoglobin levels	ヘモグロビン濃度	Trait_med	NA
Hemostatic factors and hematological phenotypes	止血因子と血液学的な表現型	Trait_med	NA
Heparin-induced thrombocytopenia			
Hepatic lipid content in extreme obesity			
Hepatitis			
Hepatitis B	B型肝炎	Disease	NA
Hepatitis B (viral clearance)	B型肝炎 (ウイルス排除)	Disease	NA
Hepatitis B vaccine response	B型肝炎のワクチン応答	Trait_med	NA
Hepatitis C induced liver cirrhosis			
Hepatitis C induced liver fibrosis	C型肝炎誘発性の肝線維症	Disease	NA
Hepatocellular carcinoma	肝細胞がん	Disease	NA
Hepatocellular carcinoma (hepatitis B virus related)			
Hepcidin levels	ヘプシジン(肝臓由来の抗菌ペプチドホルモン)濃度	Trait_med	NA
Hereditary hemochromatosis-related traits (HFE mutation homozygotes)			
Heroin addiction	ヘロイン中毒	Disease	NA
Heschl's gyrus morphology			
High serum lipase activity			
Hip bone size	寛骨(腰骨)の大きさ	Trait_med	NA
Hip circumference (psychosocial stress interaction)			
Hip geometry	腰の形状	Trait_med	NA
Hippocampal atrophy	海馬萎縮	Disease	NA
Hippocampal sclerosis			
Hippocampal sclerosis of aging			
Hippocampal volume	海馬の体積	Trait_med	NA
Hippocampal volume in schizophrenia			
Hirschsprung disease			
Hoarding	溜め込み症	Disease	NA
Hodgkin's lymphoma	ホジキンリンパ腫	Disease	NA
Homeostasis model assessment of beta-cell function (interaction)			
Homeostasis model assessment of insulin resistance (interaction)			
Homoarginine levels			
Homocysteine levels	ホモシステイン濃度	Trait_med	NA
Hormone measurements			
Hyperactive-impulsive symptoms	多動性・衝動性の症状	Disease	NA
Hyperopia			
Hypersomnia (HLA-DQB1*06:02 negative)			
Hypertension	高血圧	Disease	NA
Hypertension (young onset)	高血圧 (young onset)	Disease	NA
Hypertension risk in short sleep duration	高血圧 (短時間睡眠の継続によるリスク)	Disease	NA
Hypertriglyceridemia	高トリグリセリド血症	Disease	NA
Hypertrophic cardiomyopathy			
Hypospadias	尿道下裂	Disease	NA
Hypothyroidism	甲状腺機能低下症	Disease	NA
IFN-related cytopenia	IFN関連血球減少症	Disease	NA
Idiopathic membranous nephropathy			
Idiopathic pulmonary fibrosis	特発性肺線維症	Disease	NA
IgA levels	IgA(免疫グロブリンA)濃度	Trait_med	NA
IgA nephropathy	IgA(免疫グロブリンA)腎症	Disease	NA
IgE grass sensitization	IgE grass sensitization?	Trait_med	NA
IgE levels			
IgE levels in asthmatics			
IgE levels in asthmatics (D.f. specific)			
IgE levels in asthmatics (D.p. specific)			
IgG glycosylation			
IgG levels	IgG 濃度	Trait_med	NA
IgM levels			
Ileal carcinoids	回腸カルチノイド	Trait_med	NA
Illicit drug use			
Immune reponse to smallpox (secreted IFN-alpha)	天然痘(ほうそう)への免疫応答 (secreted IFN-alpha)	Trait_med	NA
Immune reponse to smallpox (secreted IL-10)	天然痘(ほうそう)への免疫応答 (secreted IL-10)	Trait_med	NA
Immune reponse to smallpox (secreted IL-12p40)	天然痘(ほうそう)への免疫応答 (secreted IL-12p40)	Trait_med	NA
Immune reponse to smallpox (secreted IL-1beta)	天然痘(ほうそう)への免疫応答 (secreted IL-1beta)	Trait_med	NA
Immune reponse to smallpox (secreted IL-2)	天然痘(ほうそう)への免疫応答 (secreted IL-2)	Trait_med	NA
Immune reponse to smallpox (secreted TNF-alpha)	天然痘(ほうそう)への免疫応答 (secreted TNF-alpha)	Trait_med	NA
Immune response to anthrax vaccine			
Immune response to measles-mumps-rubella vaccine			
Immune response to smallpox vaccine (IL-6)	天然痘(ほうそう)ワクチンへの免疫応答 (IL-6)	Trait_med	NA
Immunoglobulin A			
Inattentive symptoms	注意欠陥障害	Disease	NA
Infant length			
Infantile hypertrophic pyloric stenosis	乳児肥厚性幽門狭窄症	Disease	NA
Inflammatory biomarkers	炎症のバイオマーカー	Trait_med	NA
Inflammatory biomarkers in Kawasaki disease			
Inflammatory bowel disease	炎症性腸疾患	Disease	NA
Inflammatory bowel disease (early onset)	炎症性腸疾患 (early onset)	Disease	NA
Influenza (severity)	インフルエンザの重症度	Disease	NA
Information processing speed	情報処理の速度	Trait_easy	NA
Insomnia			
Insomnia (caffeine-induced)	不眠症 (カフェイン誘導性の)	Disease	NA
Insulin resistance/response	インシュリン抵抗・応答性	Trait_med	NA
Insulin-like growth factors	インシュリン様成長因子	Trait_med	NA
Insulin-related traits	インシュリン関連形質	Trait_med	NA
Intelligence	知能	Trait_easy	NA
Intelligence (childhood)			
Interferon alpha levels in systemic lupus erythematosus			
Interleukin-18 levels	インターロイキン18濃度	Trait_med	NA
Interstitial lung disease			
Intracerebral hemorrhage			
Intracranial aneurysm	頭蓋内動脈瘤	Disease	NA
Intracranial volume	頭蓋内体積	Trait_med	NA
Intraocular pressure	眼内圧	Trait_med	NA
Iris characteristics	虹彩の特徴	Trait_easy	NA
Iris color	虹彩の色	Trait_easy	NA
Iron deficiency			
Iron levels	鉄濃度	Trait_med	NA
Iron status biomarkers	鉄の状態のバイオマーカー	Trait_med	NA
Iron status biomarkers (ferritin levels)			
Iron status biomarkers (iron levels)			
Iron status biomarkers (transferrin levels)			
Iron status biomarkers (transferrin saturation)			
Irritable bowel syndrome			
Ischemic stroke			
Job-related exhaustion			
Joint damage progression in ACPA-positive rheumatoid arthritis			
Kashin-Beck disease			
Kawasaki disease	川崎病	Disease	NA
Keloid	ケロイド(蟹足腫)	Disease	NA
Kidney function decline traits			
Kidney stones	腎結石	Disease	NA
Knee osteoarthritis	膝関節症	Disease	NA
L-arginine levels			
LDL (oxidized)			
LDL cholesterol	LDLコレステロール	Trait_med	NA
Lapatinib-induced hepatotoxicity in breast cancer			
Large B-cell lymphoma	大細胞型B細胞性リンパ腫	Disease	NA
Large artery stroke			
Laryngeal squamous cell carcinoma			
Lean body mass			
Lean body mass and age at menarche (combined)	除脂肪体重と月経開始 (combined)	Trait_med	NA
Left inferior lateral ventricle volume (Cerebrospinal fluid biomarker status interaction)			
Left ventricular mass	左室体積	Trait_med	NA
Leishmaniasis (visceral)			
Lentiform nucleus volume			
Leprosy	らい(癩)病 (ハンセン病)	Disease	NA
Lewy body disease			
Life threatening arrhythmia	致命的な不整脈	Disease	NA
Lifetime average cigarettes per day in chronic obstructive pulmonary disease			
Lipid levels in hepatitis C treatment	C型肝炎治療における脂質濃度	Trait_med	NA
Lipid metabolism phenotypes	脂質代謝の表現型	Trait_med	NA
Lipid traits	脂質の形質	Trait_med	NA
Lipopolysaccharide induced cytokine levels			
Lipoprotein diameter			
Lipoprotein-associated phospholipase A2 activity and mass	リポタンパク質関連ホスホリパーゼA2の活性と量	Trait_med	NA
Lipoprotein-associated phospholipase A2 activity change in response to statin therapy			
Liver disease in chronic hepatitis B virus infection			
Liver enzyme levels	肝臓酵素濃度	Trait_med	NA
Liver enzyme levels (alanine transaminase)	肝臓酵素濃度 (alanine transaminase)	Trait_med	NA
Liver enzyme levels (alkaline phosphatase)	肝臓酵素濃度 (alkaline phosphatase)	Trait_med	NA
Liver enzyme levels (aspartate transaminase)			
Liver enzyme levels (gamma-glutamyl transferase)	肝臓酵素濃度 (gamma-glutamyl transferase)	Trait_med	NA
Lobular breast cancer (menopausal hormone therapy interaction)			
Local histogram emphysema pattern			
Longevity	寿命	Trait_easy	NA
Longevity (85 years and older)			
Longevity (90 years and older)			
Lp (a) levels	リポタンパク質(a)濃度	Trait_med	NA
Lumiracoxib-related liver injury	ルミラコキシブ関連の肝臓損傷	Disease	NA
Lung Cancer (DNA repair capacity)			
Lung adenocarcinoma	肺腺がん	Disease	NA
Lung adenocarcinoma (clinical stage)	肺腺がん (clinical stage)	Disease	NA
Lung cancer	肺がん	Disease	NA
Lung cancer (smoking interaction)			
Lung cancer-asbestos exposure interaction	肺がんとアスベスト曝露の相互作用	Disease	NA
Lung function			
Lung function (forced expiratory flow between 25% and 75% of forced vital capacity)			
Lung function (forced expiratory volume in 1 second to forced vital capacity ratio)			
Lung function (forced expiratory volume in 1 second)			
Lung function (forced vital capacity)			
Lupus	ループス(狼瘡)	Disease	NA
Lupus nephritis in systemic lupus erythematosus			
Lymphocyte counts	リンパ球量	Trait_med	NA
Lymphoma			
MRI atrophy measures	MRIによる萎縮測定	Trait_med	NA
Magnesium levels	マグネシウム濃度	Trait_med	NA
Major CVD	主要な心血管疾患	Disease	NA
Major depressive disorder	大うつ病性障害	Disease	NA
Major depressive disorder (broad)	大うつ病性障害 (broad)	Disease	NA
Major mood disorders	主要な気分障害	Disease	NA
Malaria	マラリア	Disease	NA
Male fertility	雄性稔性(生殖能)	Disease	NA
Male infertility	男性不妊症	Disease	NA
Male-pattern baldness	男性型脱毛症	Disease	NA
Malignant mesothelioma			
Malignant pleural mesothelioma			
Mammographic density	乳房X線撮影の密度	Trait_med	NA
Mammographic density (dense area)			
Mammographic density (non-dense area)			
Maternal genotype effects in autism spectrum disorder families			
Mathematical ability	数理能力	Trait_easy	NA
Mathematical ability in children with dyslexia			
Matrix metalloproteinase levels	マトリックスメタロプロテアーゼ濃度	Trait_med	NA
Maximal oxygen uptake response			
Mean arterial pressure (alcohol consumption interaction)			
Mean corpuscular hemoglobin	平均赤血球ヘモグロビン量	Trait_med	NA
Mean corpuscular hemoglobin concentration			
Mean corpuscular volume	平均赤血球容積	Trait_med	NA
Mean forced vital capacity from 2 exams	平均努力肺活量 (2つの検査による)	Trait_med	NA
Mean platelet volume	平均血小板容積	Trait_med	NA
Medication adherence in chronic diseases			
Melanoma	メラノーマ(悪性黒色腫)	Disease	NA
Memory (short-term)	短期記憶	Trait_easy	NA
Memory performance	記憶能力	Trait_easy	NA
Menarche (age at onset)	月経開始期 (age at onset)	Trait_med	NA
Menarche and menopause (age at onset)	月経開始期と閉経 (age at onset)	Trait_med	NA
Meningioma			
Meningococcal disease	髄膜炎菌性疾患	Disease	NA
Menopause (age at onset)	閉経 (age at onset)	Trait_med	NA
Mesial temporal lobe epilepsy with hippocampal sclerosis			
Metabolic syndrome	メタボリックシンドローム	Disease	NA
Metabolic syndrome (bivariate traits)	メタボリックシンドローム (二変量の形質)	Disease	NA
Metabolic traits	代謝の形質	Trait_med	NA
Metabolite levels	代謝物質濃度	Trait_med	NA
Metabolite levels  (X-11787)			
Metabolite levels (5-HIAA)			
Metabolite levels (5-HIAA/ MHPG Ratio)			
Metabolite levels (Dihydroxy docosatrienoic acid)			
Metabolite levels (HVA)			
Metabolite levels (HVA-5-HIAA Factor score)			
Metabolite levels (HVA/5-HIAA ratio)			
Metabolite levels (HVA/MHPG ratio)			
Metabolite levels (MHPG)			
Metabolite levels (Pyroglutamine)			
Methamphetamine dependence	メタンフェタミン依存症	Disease	NA
Methotrexate clearance (acute lymphoblastic leukemia)			
Methotrexate phramacokinetics (acute lymphoblastic leukemia)			
Migraine	偏頭痛	Disease	NA
Migraine - clinic-based			
Migraine in bipolar disorder	双極性障害における偏頭痛	Disease	NA
Migraine in psychiatric disorder			
Migraine with aura			
Migraine without aura			
Mitochondrial DNA levels			
Mitral annular calcification			
Mixed cryoglobulinemia vasculitis in chronic hepatitis C infection			
Molar-incisor hypomineralization			
Monocyte chemoattractant protein-1			
Monocyte count			
Monocyte early outgrowth colony forming units	単核細胞の早期増殖コロニーフォーミングユニット	Trait_med	NA
Morbidity-free survival	罹患なしの生存	Trait_med	NA
Morphine dose requirement in tonsillectomy and adenoidectomy surgery			
Mortality in heart failure			
Moyamoya disease	もやもや病(ウィリス動脈輪閉塞症)	Disease	NA
Multiple cancers (lung cancer, gastric cancer, and squamous cell carcinoma)			
Multiple myeloma	多発性骨髄腫	Disease	NA
Multiple myeloma (IgH translocation)			
Multiple myeloma (hyperdiploidy)			
Multiple sclerosis	多発性硬化症	Disease	NA
Multiple sclerosis (OCB status)			
Multiple sclerosis (age of onset)	多発性硬化症 (age of onset)	Disease	NA
Multiple sclerosis (severity)	多発性硬化症の重症度	Disease	NA
Multiple sclerosis or amyotrophic lateral sclerosis			
Multiple sclerosis--Brain Glutamate Levels	多発性硬化症と脳グルタミン酸濃度	Trait_med	NA
Musical aptitude			
Musician's dystonia			
Myasthenia gravis			
Myeloproliferative neoplasms	骨髄増殖性腫瘍	Disease	NA
Myocardial infarction	心筋梗塞	Disease	NA
Myocardial infarction (early onset)	心筋梗塞 (early onset)	Disease	NA
Myocardial infarction in coronary artery disease			
Myopia			
Myopia (pathological)	近視 (病理的な)	Disease	NA
Myopia (severe)			
N-glycan levels	N-グリカン濃度	Trait_med	NA
NHDL cholesterol			
Naphthyl-keratin adduct levels			
Narcolepsy	睡眠発作(ナルコレプシー)	Disease	NA
Narcolepsy (age of onset)			
Narcolepsy (onset before 2009 H1N1 influenza pandemic)			
Narcolepsy with cataplexy			
Nasopharyngeal carcinoma	鼻咽頭がん	Disease	NA
Natriuretic peptide levels	ナトリウム利尿ペプチド濃度	Trait_med	NA
Neonatal lupus	新生児ループス	Disease	NA
Nephrolithiasis	腎石症	Disease	NA
Nephropathy	腎障害	Disease	NA
Nephrotic syndrome (acquired)	後天性ネフローゼ症候群	Disease	NA
Neural processing (facial expression)	神経処理 (顔面表情)	Trait_med	NA
Neuranatomic and neurocognitive phenotypes	神経解剖学的・認知神経科学的な表現型	Trait_med	NA
Neuritic plaque			
Neuroblastoma	神経芽細胞腫(ニューロブラストーマ)	Disease	NA
Neuroblastoma (high-risk)	神経芽細胞腫(ニューロブラストーマ)の高いリスク	Disease	NA
Neurofibrillary tangles			
Neuromyelitis optica	視神経脊髄炎	Disease	NA
Neuropathic pain in type 2 diabetes			
Neuroticism	神経質(ニューロティシズム)	Disease	NA
Neutrophil count	好中球数	Trait_med	NA
Nevirapine-induced rash	ネビラピン誘発性の発疹	Disease	NA
Nevus count	母斑数	Trait_med	NA
Nicotine dependence	ニコチン依存症	Disease	NA
Nicotine glucouronidation			
Nicotine use			
Nodular sclerosis Hodgkin lymphoma	結節硬化型ホジキンリンパ腫	Disease	NA
Non-albumin protein levels			
Non-alcoholic fatty liver disease			
Non-alcoholic fatty liver disease histology (AST)	非アルコール性脂肪性肝疾患の組織学 (AST)	Trait_med	NA
Non-alcoholic fatty liver disease histology (lobular)	非アルコール性脂肪性肝疾患の組織学 (lobular)	Trait_med	NA
Non-alcoholic fatty liver disease histology (other)	非アルコール性脂肪性肝疾患の組織学 (other)	Trait_med	NA
Non-melanoma skin cancer			
Non-obstructive azoospermia	非閉塞性無精子症	Disease	NA
Non-small cell lung cancer	非小細胞肺がん	Disease	NA
Non-small cell lung cancer (recurrence rate)			
Non-small cell lung cancer (survival)			
Non-substance related behavioral disinhibition			
Non-word repetition			
Nonalcoholic fatty liver disease	非アルコール性脂肪性肝疾患	Disease	NA
Normalized brain volume	標準脳容積	Trait_med	NA
Obesity	肥満症	Disease	NA
Obesity (early onset extreme)	肥満症 (early onset extreme)	Disease	NA
Obesity (extreme)	肥満症 (極度の)	Disease	NA
Obesity and osteoporosis	肥満症と骨粗鬆症	Disease	NA
Obesity-related traits	肥満関連形質	Trait_med	NA
Obsessive-compulsive disorder	強迫性障害	Disease	NA
Odorant perception	臭気物質知覚力	Trait_med	NA
Odorant perception (&beta;-damascenone)			
Odorant perception (&beta;-ionone)			
Odorant perception (isobutyraldehyde)			
Oleic acid (18:1n-9) plasma levels			
Opioid sensitivity			
Optic disc area			
Optic disc parameters	視神経円板パラメータ	Trait_med	NA
Optic nerve measurement (cup area)			
Optic nerve measurement (cup-to-disc ratio)			
Optic nerve measurement (disc area)			
Optic nerve measurement (rim area)			
Oral cancers (chewing tobacco related)	口腔がん (噛みたばこ関連の)	Disease	NA
Orofacial clefts	口唇裂・口蓋裂	Disease	NA
Orofacial clefts (interaction)			
Orthostatic hypotension			
Ossification of the posterior longitudinal ligament of the spine			
Osteoarthritis	骨関節炎	Disease	NA
Osteoarthritis (hand, severe)			
Osteoarthritis (hip)			
Osteoarthritis biomarkers			
Osteonecrosis of the jaw	顎骨壊死	Disease	NA
Osteoporosis	骨粗鬆症	Disease	NA
Osteoporosis-related phenotypes	骨粗鬆症関連形質	Trait_med	NA
Osteoprotegerin levels			
Osteosarcoma			
Other erythrocyte phenotypes	その他の赤血球表現型	Trait_med	NA
Otitis media (chronic/recurrent)			
Otosclerosis	耳硬化症	Disease	NA
Ovarian cancer	卵巣がん	Disease	NA
Ovarian cancer in BRCA1 mutation carriers			
Ovarian reserve	卵巣予備能	Trait_med	NA
Overweight status			
P wave duration			
PCA3 expression level			
PR interval	PR間隔	Trait_med	NA
PR interval in Tripanosoma cruzi seropositivity			
PR segment			
Paclitaxel-induced neuropathy	パクリタキセル誘導性の神経障害	Disease	NA
Paget's disease	乳房ページェット病	Disease	NA
Pain	疼痛(痛み)	Trait_med	NA
Palmitic acid (16:0) plasma levels			
Palmitoleic acid (16:1n-7) plasma levels			
Pancreatic cancer	膵臓がん	Disease	NA
Pancreatitis			
Panic disorder	パニック障害	Disease	NA
Paraoxonase activity			
Parasitemia in Tripanosoma cruzi seropositivity			
Parent of origin effect on language impairment (maternal)			
Parent of origin effect on language impairment (paternal)			
Parkinson's disease	パーキンソン病	Disease	NA
Parkinson's disease (age of onset)	パーキンソン病 (age of onset)	Disease	NA
Parkinson's disease (familial)	パーキンソン病 (familial)	Disease	NA
Parkinson's disease (interaction with coffee consumption)	パーキンソン病 (interaction with coffee consumption)	Disease	NA
Parkinson's disease (motor and cognition)	パーキンソン病 (motor and cognition)	Disease	NA
Partial epilepsies	部分的なてんかん	Disease	NA
Pelvic organ prolapse	骨盤臓器脱	Disease	NA
Pemphigus vulgaris	尋常性天疱瘡	Disease	NA
Percent mammographic density			
Pericardial fat	心膜脂肪	Trait_med	NA
Periodontal disease-related phenotypes			
Periodontal microbiota	歯周微生物叢	Trait_med	NA
Periodontitis	歯周炎	Disease	NA
Periodontitis (CDC/AAP)			
Periodontitis (DPAL)			
Periodontitis (Mean PAL)			
Periodontitis (PAL4Q3)			
Peripartum cardiomyopathy	周産期心筋症	Disease	NA
Peripheral artery disease	末梢動脈疾患	Disease	NA
Permanent tooth development	永久歯の発育	Trait_med	NA
Persistent attention-deficit hyperactivity disorder			
Personality dimensions	人格の次元	Trait_med	NA
Personality disorders	パーソナリティ障害	Disease	NA
Personality traits in bipolar disorder			
Phenytoin-induced severe cutaneous adverse reactions			
Phospholipid levels (plasma)	リン脂質濃度 (血しょう)	Trait_med	NA
Phosphorus levels	リン濃度	Trait_med	NA
Phytosterol levels	フィトステロール(植物性ステロール)濃度	Trait_med	NA
Pit-and-Fissure caries			
Plasma amyloid beta peptide concentrations (ABx-40)			
Plasma amyloid beta peptide concentrations (ABx-42)			
Plasma cystastin c levels in acute coronary syndrome			
Plasma homocysteine levels (post-methionine load test)			
Plasma omega-6 polyunsaturated fatty acid levels (adrenic acid)			
Plasma omega-6 polyunsaturated fatty acid levels (arachidonic acid)			
Plasma omega-6 polyunsaturated fatty acid levels (dihomo-gamma-linolenic acid)			
Plasma omega-6 polyunsaturated fatty acid levels (gamma-linolenic acid)			
Plasma omega-6 polyunsaturated fatty acid levels (linoleic acid)			
Plasma plasminogen activator levels			
Plasma plasminogen levels			
Plasma renin activity levels			
Plasma thyroid-stimulating hormone levels			
Plasma trimethylamine N-oxide levels			
Plasminogen activator inhibitor type 1 levels (PAI-1)	1型プラスミノーゲン活性化因子インヒビター(PAI-1)濃度	Trait_med	NA
Platelet aggregation	血小板凝固	Trait_med	NA
Platelet counts	血小板数	Trait_med	NA
Platelet function and related traits	血小板機能と関連形質	Trait_med	NA
Platelet reactivity			
Pneumoconiosis in silica exposure			
Podoconiosis	象皮病	Disease	NA
Political ideology			
Polycystic ovary syndrome	多嚢胞性卵巣症候群	Disease	NA
Polyunsaturated fatty acid levels	多価不飽和脂肪酸濃度	Trait_med	NA
Post-traumatic stress disorder			
Post-traumatic stress disorder (asjusted for relatedness)			
Postoperative nausea and vomiting			
Postoperative ventricular dysfunction			
Preeclampsia	子癇前症(妊娠高血圧腎症)	Disease	NA
Premature ovarian failure	早期卵巣機能不全(早発閉経)	Disease	NA
Preschool internalizing problems			
Presence of antiphospholipid antibodies			
Primary biliary cirrhosis	原発性胆汁性肝硬変	Disease	NA
Primary sclerosing cholangitis	原発性硬化性胆管炎	Disease	NA
Primary tooth development (number of teeth)	乳歯の発育 (歯の数)	Trait_med	NA
Primary tooth development (time to first tooth eruption)	乳歯の発育 (初めの歯が現れる時期)	Trait_med	NA
Prion diseases	プリオン病	Disease	NA
Progranulin levels	プログラヌリン濃度	Trait_med	NA
Progressive supranuclear palsy	進行性核上麻痺	Disease	NA
Proinsulin levels	プロインシュリン濃度	Trait_med	NA
Prostate cancer	前立腺がん	Disease	Male
Prostate cancer (early onset)			
Prostate cancer (gene x gene interaction)	前立腺がん (遺伝子間相互作用)	Disease	Male
Prostate cancer mortality	前立腺がん (死亡率)	Disease	Male
Prostate-specific antigen levels	前立腺特異抗原濃度	Trait_med	Male
Protein C levels	プロテインC濃度	Trait_med	NA
Protein biomarker			
Protein quantitative trait loci	タンパク質量的形質遺伝子座	Trait_med	NA
Prothrombin time	プロトロンビン時間(血液の凝固因子に関する指標の1つ)	Trait_med	NA
Pseudoexfoliation syndrome	水晶体落屑症候群	Disease	NA
Psoriasis	乾癬	Disease	NA
Psoriatic arthritis	乾癬性関節炎	Disease	NA
Psychosis			
Psychosis (atypical)			
Psychosis (methamphetamine induced)			
Psychosis and Alzheimer's disease			
Psychosis in Alzheimer's disease			
Pubertal anthropometrics			
Puberty onset			
Puberty onset (breast development)			
Puberty onset (genital enlargement)			
Pulmonary arterial hypertension (without BMPR2 mutations)			
Pulmonary artery enlargement and chronic obstructive pulmonary disease			
Pulmonary artery enlargement in chronic obstructive pulmonary disease			
Pulmonary emphysema			
Pulmonary function	肺機能	Trait_med	NA
Pulmonary function (interaction)			
Pulmonary function decline	肺機能の低下	Trait_med	NA
Pulmonary function in asthmatics			
Pulse pressure (alcohol consumption interaction)			
Pulse pressure in young-onset hypertension			
Pyoderma gangrenosum in inflammatory bowel disease			
QRS duration			
QRS duration in Tripanosoma cruzi seropositivity			
QT interval	QT間隔(心電図用語)	Trait_med	NA
QT interval (interaction)			
QT interval in Tripanosoma cruzi seropositivity			
Quantitative traits	量的形質	NA	NA
RR interval (heart rate)	R-R間隔 (heart rate)	Trait_med	NA
Radiation response	放射線反応	Trait_med	NA
Rate of change of FEV1 (time interaction)			
Reading and spelling			
Reading disability and language impairment			
Reading or mathematical ability			
Receptive language ability			
Recombination measurement			
Recombination measurement (females)			
Recombination measurement (males)			
Recombination rate (females)	組換え率 (女性)	Trait_med	NA
Recombination rate (males)	組換え率 (男性)	Trait_med	NA
Red blood cell count			
Red blood cell fatty acid levels			
Red blood cell traits	赤血球の形質	Trait_med	NA
Red vs non-red hair color	赤毛と非赤毛(Red vs non-red hair color)	Trait_easy	NA
Red vs. non-red hair color	赤毛と非赤毛(Red vs. non-red hair color)	Trait_easy	NA
Refractive astigmatism			
Refractive error	屈折異常	Disease	NA
Relative hand skill			
Relative hand skill in reading disability			
Renal cell carcinoma	腎細胞がん	Disease	NA
Renal function and chronic kidney disease	胃機能と慢性腎臓病	Disease	NA
Renal function-related traits (BUN)	胃機能関連形質 (BUN)	Trait_med	NA
Renal function-related traits (eGRFcrea)	胃機能関連形質 (eGRFcrea)	Trait_med	NA
Renal function-related traits (sCR)	胃機能関連形質 (sCR)	Trait_med	NA
Renal function-related traits (urea)	胃機能関連形質 (urea)	Trait_med	NA
Renal sinus fat			
Renal transplant outcome			
Reporting of stressful life event			
Resistin levels			
Response to TNF antagonist treatment	TNF拮抗薬治療への応答	Trait_med	NA
Response to TNF-alpha inhibitors in rheumatoid arthritis	関節リウマチにおけるTNF-alpha阻害剤への応答	Trait_med	NA
Response to Vitamin E supplementation	ビタミンE補給への応答	Trait_med	NA
Response to abacavir-containing treatment in HIV-1 infection (virologic failure)			
Response to acetaminophen (hepatotoxicity)	アセトアミノフェン(肝毒性)への応答	Trait_med	NA
Response to alcohol consumption (flushing response)			
Response to amphetamines	アンフェタミン(合成覚せい剤)への応答	Trait_med	NA
Response to angiotensin II receptor blocker therapy	アンジオテンシンII受容体拮抗薬療法への応答	Trait_med	NA
Response to angiotensin II receptor blocker therapy (opposite direction w/ diuretic therapy)	アンジオテンシンII受容体拮抗薬療法への応答 (opposite direction w/ diuretic therapy)	Trait_med	NA
Response to angiotensin II receptor blocker treatment (losartan) (change in systolic blood pressure levels)			
Response to anti-TNF alpha therapy in inflammatory bowel disease			
Response to anti-TNF treatment in rheumatoid arthritis			
