eng	ja	category	is_drug_response
Neonatal lupus	新生児ループス	Disease
Nephrolithiasis	腎石症	Disease
Nephropathy	腎障害	Disease
Nephropathy (idiopathic membranous)	特発性膜性腎症	Disease
Nephrotic syndrome (acquired)	後天性ネフローゼ症候群	Disease
Neural processing (facial expression)	神経処理 (顔面表情)	Trait_med
Neuranatomic and neurocognitive phenotypes	神経解剖学的・認知神経科学的な表現型	Trait_med
Neuroblastoma	神経芽細胞腫(ニューロブラストーマ)	Disease
Neuroblastoma (high-risk)	神経芽細胞腫(ニューロブラストーマ)の高いリスク	Disease
Neuromyelitis optica	視神経脊髄炎	Disease
Neuroticism	神経質(ニューロティシズム)	Disease
Neutrophil count	好中球数	Trait_med
Nevirapine-induced rash	ネビラピン誘発性の発疹	Disease
Nevus count	母斑数	Trait_med
Nicotine dependence	ニコチン依存症	Disease
Nodular sclerosis Hodgkin lymphoma	結節硬化型ホジキンリンパ腫	Disease
Non-albumin protein levels 	非アルブミンタンパク濃度	Trait_med
Non-alcoholic fatty liver disease histology (AST)	非アルコール性脂肪性肝疾患の組織学 (AST)	Trait_med
Non-alcoholic fatty liver disease histology (lobular)	非アルコール性脂肪性肝疾患の組織学 (lobular)	Trait_med
Non-alcoholic fatty liver disease histology (other)	非アルコール性脂肪性肝疾患の組織学 (other)	Trait_med
Non-obstructive azoospermia	非閉塞性無精子症	Disease
Non-small cell lung cancer	非小細胞肺がん	Disease
Nonalcoholic fatty liver disease	非アルコール性脂肪性肝疾患	Disease
Normalized brain volume	標準脳容積	Trait_med
Obesity	肥満症	Disease
Obesity (early onset extreme)	肥満症 (early onset extreme)	Disease
Obesity (extreme)	肥満症 (極度の)	Disease
Obesity and blood pressure	肥満症と血圧	Trait_med
Obesity and osteoporosis	肥満症と骨粗鬆症	Disease
Obesity-related traits	肥満関連形質	Trait_med
Obsessive-compulsive disorder	強迫性障害	Disease
Odorant perception	臭気物質知覚力	Trait_med
Optic disc parameters	視神経円板パラメータ	Trait_med
Optic disc size (cup)	視神経円板の大きさ (cup)	Trait_med
Optic disc size (disc)	視神経円板の大きさ (disc)	Trait_med
Optic disc size (rim)	視神経円板の大きさ (rim)	Trait_med
Oral cancers (chewing tobacco related)	口腔がん (噛みたばこ関連の)	Disease
Orofacial clefts	口唇裂・口蓋裂	Disease
Osteoarthritis	骨関節炎	Disease
Osteonecrosis of the jaw	顎骨壊死	Disease
Osteoporosis	骨粗鬆症	Disease
Osteoporosis-related phenotypes	骨粗鬆症関連形質	Trait_med
Other erythrocyte phenotypes	その他の赤血球表現型	Trait_med
Otosclerosis	耳硬化症	Disease
Ovarian cancer	卵巣がん	Disease
Ovarian reserve	卵巣予備能	Trait_med
P-tau181p	リン酸化タウ(P-tau181p)	Trait_med
PR interval	PR間隔	Trait_med
Paclitaxel-induced neuropathy	パクリタキセル誘導性の神経障害	Disease
Paget's disease	乳房ページェット病	Disease
Pain	疼痛(痛み)	Trait_med
Pancreatic cancer	膵臓がん	Disease
Panic disorder	パニック障害	Disease
Parkinson's disease	パーキンソン病	Disease
Parkinson's disease (age of onset)	パーキンソン病 (age of onset)	Disease
Parkinson's disease (familial)	パーキンソン病 (familial)	Disease
Parkinson's disease (interaction with coffee consumption)	パーキンソン病 (interaction with coffee consumption)	Disease
Parkinson's disease (motor and cognition)	パーキンソン病 (motor and cognition)	Disease
Partial epilepsies	部分的なてんかん	Disease
Pelvic organ prolapse	骨盤臓器脱	Disease
Pemphigus vulgaris	尋常性天疱瘡	Disease
Pericardial fat	心膜脂肪	Trait_med
Periodontal microbiota	歯周微生物叢	Trait_med
Periodontitis	歯周炎	Disease
Peripartum cardiomyopathy	周産期心筋症	Disease
Peripheral artery disease	末梢動脈疾患	Disease
Permanent tooth development	永久歯の発育	Trait_med
Personality dimensions	人格の次元	Trait_med
Personality disorders	パーソナリティ障害	Disease
Phospholipid levels (plasma)	リン脂質濃度 (血しょう)	Trait_med
Phosphorus levels	リン濃度	Trait_med
Phytosterol levels	フィトステロール(植物性ステロール)濃度	Trait_med
Plasminogen activator inhibitor type 1 levels (PAI-1)	1型プラスミノーゲン活性化因子インヒビター(PAI-1)濃度	Trait_med
Platelet aggregation	血小板凝固	Trait_med
Platelet counts	血小板数	Trait_med
Platelet function and related traits	血小板機能と関連形質	Trait_med
Podoconiosis	象皮病	Disease
Polycystic ovary syndrome	多嚢胞性卵巣症候群	Disease
Polyunsaturated fatty acid levels	多価不飽和脂肪酸濃度	Trait_med
Post- traumatic stress disorder	心的外傷後ストレス障害(PTSD)	Disease
Postoperative nausea and vomiting 	術後悪心嘔吐	Disease
Postoperative ventricular dysfunction 	術後心室機能不全	Disease
Preeclampsia	子癇前症(妊娠高血圧腎症)	Disease
Premature ovarian failure	早期卵巣機能不全(早発閉経)	Disease
Primary biliary cirrhosis	原発性胆汁性肝硬変	Disease
Primary sclerosing cholangitis	原発性硬化性胆管炎	Disease
Primary tooth development (number of teeth)	乳歯の発育 (歯の数)	Trait_med
Primary tooth development (time to first tooth eruption)	乳歯の発育 (初めの歯が現れる時期)	Trait_med
Prion diseases	プリオン病	Disease
Progranulin levels	プログラヌリン濃度	Trait_med
Progressive supranuclear palsy	進行性核上麻痺	Disease
Proinsulin levels	プロインシュリン濃度	Trait_med
Prostate cancer	前立腺がん	Disease
Prostate cancer (gene x gene interaction)	前立腺がん (遺伝子間相互作用)	Disease
Prostate cancer mortality	前立腺がん (死亡率)	Disease
Prostate-specific antigen levels	前立腺特異抗原濃度	Trait_med
Protein C levels	プロテインC濃度	Trait_med
Protein quantitative trait loci	タンパク質量的形質遺伝子座	Trait_med
Prothrombin time	プロトロンビン時間(血液の凝固因子に関する指標の1つ)	Trait_med
Pseudoexfoliation syndrome	水晶体落屑症候群	Disease
Psoriasis	乾癬	Disease
Psoriatic arthritis	乾癬性関節炎	Disease
Pulmonary function	肺機能	Trait_med
Pulmonary function decline	肺機能の低下	Trait_med
QT interval	QT間隔(心電図用語)	Trait_med
Quantitative traits	量的形質
RR interval (heart rate)	R-R間隔 (heart rate)	Trait_med
Radiation response	放射線反応	Trait_med
Reasoning	推論力	Trait_easy
Recombination rate (females)	組換え率 (女性)	Trait_med
Recombination rate (males)	組換え率 (男性)	Trait_med
Red blood cell traits	赤血球の形質	Trait_med
Red vs non-red hair color	赤毛と非赤毛	Trait_easy
Red vs. non-red hair color	赤毛と非赤毛	Trait_easy
Refractive error	屈折異常	Disease
Renal cell carcinoma	腎細胞がん	Disease
Renal function and chronic kidney disease	胃機能と慢性腎臓病	Disease
Renal function-related traits (BUN)	胃機能関連形質 (BUN)	Trait_med
Renal function-related traits (eGRFcrea)	胃機能関連形質 (eGRFcrea)	Trait_med
Renal function-related traits (sCR)	胃機能関連形質 (sCR)	Trait_med
Renal function-related traits (urea)	胃機能関連形質 (urea)	Trait_med
Renal sinus fat 	腎洞脂肪	Trait_med
Resistin levels 	レジスチン濃度	Trait_med
Response to TNF antagonist treatment	TNF拮抗薬治療への応答	Trait_med
Response to TNF-alpha inhibitors in rheumatoid arthritis	関節リウマチにおけるTNF-alpha阻害剤への応答	Trait_med
Response to Vitamin E supplementation	ビタミンE補給への応答	Trait_med
Response to acetaminophen (hepatotoxicity)	アセトアミノフェン(肝毒性)への応答	Trait_med
Response to amphetamines	アンフェタミン(合成覚せい剤)への応答	Trait_med
Response to angiotensin II receptor blocker therapy	アンジオテンシンII受容体拮抗薬療法への応答	Trait_med
Response to angiotensin II receptor blocker therapy (opposite direction w/ diuretic therapy)	アンジオテンシンII受容体拮抗薬療法への応答 (opposite direction w/ diuretic therapy)	Trait_med
Response to antidepressant treatment	抗うつ薬治療への応答	Trait_med
Response to antidepressants	抗うつ薬への応答	Trait_med
Response to antineoplastic agents	抗腫瘍薬への応答	Trait_med
Response to antipsychotic therapy (extrapyramidal side effects)	統合失調症治療薬治療への応答 (錐体外路症状)	Trait_med
Response to antipsychotic treatment	統合失調症治療への応答	Trait_med
Response to cerivastatin	セリバスタチン(高脂血症治療薬)への応答	Trait_med
Response to citalopram treatment	シタロプラム(抗うつ薬)療法への応答	Trait_med
Response to clopidogrel therapy	クロピドグレル(血小板凝集抑制薬)療法への応答	Trait_med
Response to diuretic therapy	利尿剤治療への応答	Trait_med
Response to fenofibrate	フェノフィブラート(抗脂質血症薬)への応答	Trait_med
Response to gemcitabine in pancreatic cancer 	膵臓がんにおけるゲムシタビン(抗がん剤)への応答	Trait_med
Response to hepatitis C treatment	C型肝炎治療への応答	Trait_med
Response to iloperidone treatment (PANSS-T score)	イロペリドン(統合失調症治療薬)療法への応答 (PANSS-T score)	Trait_med
Response to iloperidone treatment (QT prolongation)	イロペリドン(統合失調症治療薬)療法への応答 (QT延長)	Trait_med
Response to interferon beta therapy	インターフェロンベータ(抗ウイルス耐性誘導タンパク質)療法への応答	Trait_med
Response to irinotecan in non-small-cell lung cancer	非小細胞肺がんにおけるイリノテカン(抗がん剤)への応答	Trait_med
Response to lithium treatment in bipolar disorder	双極性障害におけるリチウム療法への応答	Trait_med
Response to metformin	メトホルミン(抗糖尿病薬)への応答	Trait_med
Response to methylphenidate treatment	メチルフェニデート(中枢神経興奮薬・ナルコレプシー治療)治療への応答	Trait_med
Response to platinum-based agents	白金製剤への応答	Trait_med
Response to platinum-based chemotherapy in non-small-cell lung cancer	非小細胞肺がんにおける白金製剤化学療法への応答	Trait_med
Response to platinum-based chemotherapy in small cell and non-small cell lung cancers	小細胞と非小細胞肺がんにおける白金製剤化学療法への応答	Trait_med
Response to platinum-based chemotherapy in small-cell lung cancer	小細胞肺がんにおける白金製剤化学療法への応答	Trait_med
Response to statin therapy	スタチン療法(高コレステロール血症の薬物治療)への応答	Trait_med
Response to statin therapy (LDL-C)	スタチン療法(高コレステロール血症の薬物治療)への応答 (LDL-C)	Trait_med
Response to tamoxifen in breast cancer	乳がんにおけるタモキシフェン(抗がん剤)への応答	Trait_med
Response to taxane treatment (docetaxel)	タキサン(抗がん剤)療法への応答 (docetaxel)	Trait_med
Response to taxane treatment (placlitaxel)	タキサン(抗がん剤)療法への応答 (placlitaxel)	Trait_med
Response to tocilizumab in rheumatoid arthritis	関節リウマチにおけるトシリズマブへの応答	Trait_med
Response to treatment for acute lymphoblastic leukemia	急性リンパ芽球性白血病治療への応答	Trait_med
Response to ximelagatran treatment	キシメラガトラン療法への応答	Trait_med
Resting heart rate	安静時心拍数	Trait_med
Restless legs syndrome	下肢静止不能症候群	Disease
Retinal vascular caliber	網膜脈管口径	Trait_med
Retinol levels	レチノール濃度	Trait_med
Rheumatoid arthritis	関節リウマチ	Disease
Ribavirin-induced anemia	リバビリン誘導性の貧血	Disease
Sarcoidosis	サルコイドーシス(類肉腫症)	Disease
Schizophrenia	統合失調症	Disease
Schizophrenia (treatment refractory) 	統合失調症 (treatment refractory)	Disease
Schizophrenia, bipolar disorder and depression (combined)	統合失調症・双極性障害・うつ病 (combined)	Disease
Sclerosing cholangitis and ulcerative colitis (combined)	硬化性胆管炎と潰瘍性大腸炎 (combined)	Disease
Scoliosis	脊柱側弯症	Disease
Select biomarker traits	Select biomarker traits
Self-rated health	自己評価健康状態	Trait_med
Serologic markers in systemic lupus erythematosus	全身性紅斑性狼瘡における血清マーカー	Trait_med
Sex hormone-binding globulin levels	性ホルモン結合グロブリン濃度	Trait_med
Sex ratio at birth	出生性比	Trait_med
Sexual dysfunction (SSRI/SNRI-related)	性機能不全 (SSRI/SNRI-related)	Disease
Sexual dysfunction (female)	性機能不全 (女性)	Disease
Sick sinus syndrome	洞結節不全症候群	Disease
Sickle cell anemia (severity)	鎌状赤血球貧血 (重症度)	Disease
Skin pigmentation	皮膚色素沈着	Trait_med
Skin sensitivity to sun	太陽への皮膚感受性	Trait_med
Sleep duration	睡眠時間	Trait_easy
Sleepiness	眠気	Trait_easy
Small-cell lung cancer	非小細胞肺がん	Disease
Smoking behavior	喫煙行動	Trait_easy
Smoking cessation	禁煙	Trait_easy
Social and Non-Social Autistic-Like Traits	社会的・非社会的な自閉症様の形質	Disease
Soluble E-selectin levels	可溶性Eセレクチン濃度	Trait_med
Soluble ICAM-1	可溶性ICAM-1	Trait_med
Soluble leptin receptor levels	可溶性レプチンレセプター濃度	Trait_med
Soluble levels of adhesion molecules	接着分子の可溶度	Trait_med
Speech perception in dyslexia	失読症における言語知覚	Trait_med
Sphingolipid levels	スフィンゴ脂質濃度	Trait_med
Spine bone size	脊椎骨の大きさ	Trait_med
Stevens-Johnson syndrome	スティーブンス・ジョンソン症候群(薬物の副作用による眼を中心にした皮膚粘膜障害)	Disease
Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS-TEN)	スティーブンス・ジョンソン症候群(薬物の副作用による眼を中心にした皮膚粘膜障害)と中毒性表皮壊死症(全身性の副作用) (SJS-TEN)	Disease
Stroke	脈拍	Trait_med
Stroke (ischemic)	脈拍 (虚血性の)	Trait_med
Stroke (pediatric)	脈拍 (小児科の)	Trait_med
Subarachnoid aneurysmal hemorrhage	動脈瘤性くも膜下出血	Disease
Subclinical atherosclerosis traits (other)	無症状アテローム性動脈硬化症形質 (その他)	Disease
Subclinical brain infarct	無症状脳梗塞	Disease
Subcutaneous adipose tissue	皮下脂肪組織	Trait_med
Substance dependence	物質依存症	Disease
Sudden cardiac arrest	心突然死	Disease
Suicidal ideation	希死念慮(自殺念慮)	Trait_med
Suicide attempts in bipolar disorder	双極性障害における自殺企図	Trait_med
Systemic lupus erythematosus	全身性エリテマトーデス	Disease
Systemic sclerosis	全身性硬化症	Disease
Systolic blood pressure	最高血圧(収縮期血圧)	Trait_med
T-tau	T-tau	Trait_med
TP53 carriage	p53遺伝子産物(TP53)の輸送	Trait_med
Tanning	日焼け	Trait_med
Tardive dyskinesia 	遅発性ジスキネジア	Disease
Telomere length	テロメア長	Trait_med
Temperament	気質	Trait_med
Temperament (bipolar disorder)	双極性障害における気質	Trait_med
Testicular cancer	精巣がん(睾丸がん)	Disease		M	Cancer
Testicular dysgenesis syndrome 	睾丸形成異常症候群	Disease		M
Testicular germ cell cancer	精巣胚細胞性がん	Disease		M
Testicular germ cell tumor	精巣胚細胞腫瘍	Disease
Testosterone levels	テストステロン(男性ホルモン)濃度	Trait_med
Thoracic aortic aneurysms and dissections	胸部大動脈瘤と切開	Disease
Thyroid cancer	甲状腺がん	Disease
Thyroid function	甲状腺機能	Trait_med
Thyroid stimulating hormone	甲状腺刺激ホルモン	Trait_med
Thyroid volume	甲状腺容積	Trait_med
Thyrotoxic hypokalemic periodic paralysis	甲状腺中毒性低カリウム性周期性麻痺	Disease
Tonometry	眼圧測定	Trait_med
Total ventricular volume	総心室容積	Trait_med
Tourette syndrome	トゥレット障害	Disease
Treatment response for severe sepsis 	重症敗血症の治療への応答	Trait_med
Triglycerides	トリグリセリド(中性脂肪)	Trait_med
Triglycerides-Blood Pressure (TG-BP)	トリグリセリド(中性脂肪)-血圧 (TG-BP)	Trait_med
Tuberculosis	結核	Disease
Two-hour glucose challenge	ブドウ糖負荷試験(糖尿病の診断方法のひとつ)	Trait_med
Type 1 diabetes	1型糖尿病	Disease
Type 1 diabetes autoantibodies	1型糖尿病の自己抗体	Disease
Type 1 diabetes nephropathy	1型糖尿病性腎障害	Disease
Type 2 diabetes	2型糖尿病	Disease
Type 2 diabetes and 6 quantitative traits	2型糖尿病と6つの量的形質	Disease
Type 2 diabetes and gout	2型糖尿病と痛風	Disease
Type 2 diabetes and other traits	2型糖尿病その他の形質	Disease
Type 2 diabetes nephropathy	2型糖尿病性腎障害	Disease
Ulcerative colitis	潰瘍性大腸炎	Disease
Upper aerodigestive tract cancers	頭頚部がん?	Disease
Urate levels	尿酸塩濃度	Trait_med
Uric acid levels	尿酸濃度	Trait_med
Urinary albumin excretion	尿中アルブミン排泄	Trait_med
Urinary bladder cancer	膀胱がん	Disease
Urinary metabolites	尿中代謝物	Trait_med
Uterine fibroids	子宮筋腫	Disease	F
Vaccine-related adverse events 	ワクチン関連有害事象	Disease
Vascular dementia	血管性認知症	Disease
Vascular endothelial growth factor levels	血管内皮成長因子	Trait_med
Vaspin levels	バスピン濃度	Trait_med
Venous thromboembolism	静脈血栓塞栓症	Disease
Ventricular conduction	心室内伝導	Trait_med
Ventricular fibrillation	心室細動	Trait_med
Vertical cup-disc ratio	垂直C/D比(眼底画像の特徴量・緑内障の診察に用いられる)	Trait_med
Visceral adipose tissue adjusted for BMI	BMIに合わせた内臓脂肪組織	Trait_med
Visceral adipose tissue/subcutaneous adipose tissue ratio	内臓脂肪組織と皮下脂肪組織の比率	Trait_med
Visceral fat	内臓脂肪	Trait_med
Vitamin B12 levels	ビタミンB12濃度	Trait_med
Vitamin D insufficiency	ビタミンD不足	Trait_med
Vitamin D levels	ビタミンD濃度	Trait_med
Vitamin E levels	ビタミンE濃度	Trait_easy
Vitiligo	白斑(皮膚病)	Disease
Volumetric brain MRI	MRIにおける脳容積計測	Trait_med
Waist Circumference - Triglycerides (WC-TG)	胴囲 – トリグリセリド(中性脂肪) (WC-TG)	Trait_easy
Waist circumference	胴囲	Trait_easy
Waist circumference and related phenotypes	胴囲とその関連する表現型	Trait_easy
Waist-hip ratio	ウエスト・ヒップ比	Trait_easy
Warfarin maintenance dose	ワルファリン(経口抗凝固薬)維持量	Trait_med
Weight	体重	Trait_easy
White blood cell count	白血球数	Trait_med
White blood cell types	白血球の型	Trait_med
White matter hyperintensity burden	白質病変?	Disease
White matter integrity	白質病変	Disease
Wilms tumor	ウィルムス腫瘍	Trait_med
Working memory	ワーキングメモリー(作業記憶)	Trait_med
Wrist bone mass	手根骨容積	Trait_med
YKL-40 levels	YKL-40(バイオマーカー)濃度	Trait_med
vWF and FVIII levels	vWFとFVIIIの濃度	Trait_med
